"taxon"	"run"	"min_match"	"min_overlap"	"read_ratio_type"	"max_read_ratio"	"require_corr"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Diptera"	25	84	0.9	"max"	0.1	TRUE	-1	-1	8073	178	991	420	0.0220488046575003	0.423814328960646
"Diptera"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	8073	186	991	414	0.023039762170197	0.417759838546922
"Diptera"	27	84	0.9	"max"	0.5	TRUE	-1	-1	8073	291	991	383	0.0360460795243404	0.386478304742684
"Diptera"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	8073	300	991	380	0.0371609067261241	0.383451059535822
"Diptera"	29	84	0.9	"max"	0.8	TRUE	-1	-1	8073	319	991	373	0.0395144308187786	0.376387487386478
"Diptera"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	8073	335	991	371	0.0414963458441719	0.374369323915237
"Diptera"	31	84	0.9	"max"	1	TRUE	-1	-1	8073	333	991	372	0.0412486064659978	0.375378405650858
"Diptera"	32	84	0.9	"mean"	1	TRUE	-1	-1	8073	348	991	369	0.043106651802304	0.372351160443996
"Blattodea"	25	84	0.9	"max"	0.1	TRUE	-1	-1	5	2	2	0	0.4	0
"Blattodea"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	5	2	2	0	0.4	0
"Blattodea"	27	84	0.9	"max"	0.5	TRUE	-1	-1	5	2	2	0	0.4	0
"Blattodea"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	5	2	2	0	0.4	0
"Blattodea"	29	84	0.9	"max"	0.8	TRUE	-1	-1	5	2	2	0	0.4	0
"Blattodea"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	5	2	2	0	0.4	0
"Blattodea"	31	84	0.9	"max"	1	TRUE	-1	-1	5	2	2	0	0.4	0
"Blattodea"	32	84	0.9	"mean"	1	TRUE	-1	-1	5	2	2	0	0.4	0
"Hymenoptera"	25	84	0.9	"max"	0.1	TRUE	-1	-1	5680	81	491	312	0.0142605633802817	0.635437881873727
"Hymenoptera"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	5680	85	491	305	0.0149647887323944	0.621181262729124
"Hymenoptera"	27	84	0.9	"max"	0.5	TRUE	-1	-1	5680	143	491	260	0.0251760563380282	0.529531568228106
"Hymenoptera"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	5680	149	491	255	0.0262323943661972	0.519348268839104
"Hymenoptera"	29	84	0.9	"max"	0.8	TRUE	-1	-1	5680	163	491	246	0.0286971830985915	0.5010183299389
"Hymenoptera"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	5680	167	491	245	0.0294014084507042	0.4989816700611
"Hymenoptera"	31	84	0.9	"max"	1	TRUE	-1	-1	5680	170	491	245	0.0299295774647887	0.4989816700611
"Hymenoptera"	32	84	0.9	"mean"	1	TRUE	-1	-1	5680	172	491	243	0.0302816901408451	0.494908350305499
"Orthoptera"	25	84	0.9	"max"	0.1	TRUE	-1	-1	27	4	13	4	0.148148148148148	0.307692307692308
"Orthoptera"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	27	4	13	4	0.148148148148148	0.307692307692308
"Orthoptera"	27	84	0.9	"max"	0.5	TRUE	-1	-1	27	7	13	4	0.259259259259259	0.307692307692308
"Orthoptera"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	27	7	13	4	0.259259259259259	0.307692307692308
"Orthoptera"	29	84	0.9	"max"	0.8	TRUE	-1	-1	27	7	13	3	0.259259259259259	0.230769230769231
"Orthoptera"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	27	7	13	3	0.259259259259259	0.230769230769231
"Orthoptera"	31	84	0.9	"max"	1	TRUE	-1	-1	27	7	13	3	0.259259259259259	0.230769230769231
"Orthoptera"	32	84	0.9	"mean"	1	TRUE	-1	-1	27	7	13	3	0.259259259259259	0.230769230769231
"Coleoptera"	25	84	0.9	"max"	0.1	TRUE	-1	-1	1698	34	233	89	0.0200235571260306	0.381974248927039
"Coleoptera"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	1698	34	233	80	0.0200235571260306	0.343347639484979
"Coleoptera"	27	84	0.9	"max"	0.5	TRUE	-1	-1	1698	47	233	55	0.0276796230859835	0.236051502145923
"Coleoptera"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	1698	48	233	51	0.0282685512367491	0.218884120171674
"Coleoptera"	29	84	0.9	"max"	0.8	TRUE	-1	-1	1698	49	233	51	0.0288574793875147	0.218884120171674
"Coleoptera"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	1698	49	233	49	0.0288574793875147	0.210300429184549
"Coleoptera"	31	84	0.9	"max"	1	TRUE	-1	-1	1698	50	233	50	0.0294464075382803	0.214592274678112
"Coleoptera"	32	84	0.9	"mean"	1	TRUE	-1	-1	1698	51	233	49	0.0300353356890459	0.210300429184549
"Entomobryomorpha"	25	84	0.9	"max"	0.1	TRUE	-1	-1	193	24	82	34	0.124352331606218	0.414634146341463
"Entomobryomorpha"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	193	25	82	33	0.129533678756477	0.402439024390244
"Entomobryomorpha"	27	84	0.9	"max"	0.5	TRUE	-1	-1	193	32	82	28	0.16580310880829	0.341463414634146
"Entomobryomorpha"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	193	32	82	26	0.16580310880829	0.317073170731707
"Entomobryomorpha"	29	84	0.9	"max"	0.8	TRUE	-1	-1	193	33	82	25	0.170984455958549	0.304878048780488
"Entomobryomorpha"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	193	34	82	24	0.176165803108808	0.292682926829268
"Entomobryomorpha"	31	84	0.9	"max"	1	TRUE	-1	-1	193	36	82	24	0.186528497409326	0.292682926829268
"Entomobryomorpha"	32	84	0.9	"mean"	1	TRUE	-1	-1	193	36	82	24	0.186528497409326	0.292682926829268
"Hemiptera"	25	84	0.9	"max"	0.1	TRUE	-1	-1	878	22	116	39	0.0250569476082005	0.336206896551724
"Hemiptera"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	878	22	116	36	0.0250569476082005	0.310344827586207
"Hemiptera"	27	84	0.9	"max"	0.5	TRUE	-1	-1	878	28	116	34	0.0318906605922551	0.293103448275862
"Hemiptera"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	878	28	116	34	0.0318906605922551	0.293103448275862
"Hemiptera"	29	84	0.9	"max"	0.8	TRUE	-1	-1	878	31	116	34	0.0353075170842825	0.293103448275862
"Hemiptera"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	878	32	116	34	0.0364464692482916	0.293103448275862
"Hemiptera"	31	84	0.9	"max"	1	TRUE	-1	-1	878	33	116	34	0.0375854214123007	0.293103448275862
"Hemiptera"	32	84	0.9	"mean"	1	TRUE	-1	-1	878	33	116	34	0.0375854214123007	0.293103448275862
"Lepidoptera"	25	84	0.9	"max"	0.1	TRUE	-1	-1	1587	15	47	20	0.00945179584120983	0.425531914893617
"Lepidoptera"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	1587	15	47	20	0.00945179584120983	0.425531914893617
"Lepidoptera"	27	84	0.9	"max"	0.5	TRUE	-1	-1	1587	32	47	19	0.0201638311279143	0.404255319148936
"Lepidoptera"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	1587	35	47	19	0.0220541902961563	0.404255319148936
"Lepidoptera"	29	84	0.9	"max"	0.8	TRUE	-1	-1	1587	39	47	17	0.0245746691871456	0.361702127659574
"Lepidoptera"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	1587	42	47	17	0.0264650283553875	0.361702127659574
"Lepidoptera"	31	84	0.9	"max"	1	TRUE	-1	-1	1587	40	47	17	0.0252047889098929	0.361702127659574
"Lepidoptera"	32	84	0.9	"mean"	1	TRUE	-1	-1	1587	44	47	17	0.0277252678008822	0.361702127659574
"Dermaptera"	25	84	0.9	"max"	0.1	TRUE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	27	84	0.9	"max"	0.5	TRUE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	29	84	0.9	"max"	0.8	TRUE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	31	84	0.9	"max"	1	TRUE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	32	84	0.9	"mean"	1	TRUE	-1	-1	5	1	0	0	0.2	NA
"Plecoptera"	25	84	0.9	"max"	0.1	TRUE	-1	-1	38	4	9	4	0.105263157894737	0.444444444444444
"Plecoptera"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	38	4	9	4	0.105263157894737	0.444444444444444
"Plecoptera"	27	84	0.9	"max"	0.5	TRUE	-1	-1	38	4	9	4	0.105263157894737	0.444444444444444
"Plecoptera"	28	84	0.9	"mean"	0.5	TRUE	-1	-1	38	4	9	4	0.105263157894737	0.444444444444444
"Plecoptera"	29	84	0.9	"max"	0.8	TRUE	-1	-1	38	4	9	4	0.105263157894737	0.444444444444444
"Plecoptera"	30	84	0.9	"mean"	0.8	TRUE	-1	-1	38	4	9	4	0.105263157894737	0.444444444444444
"Plecoptera"	31	84	0.9	"max"	1	TRUE	-1	-1	38	5	9	4	0.131578947368421	0.444444444444444
"Plecoptera"	32	84	0.9	"mean"	1	TRUE	-1	-1	38	5	9	4	0.131578947368421	0.444444444444444
"Psocodea"	25	84	0.9	"max"	0.1	TRUE	-1	-1	67	2	15	8	0.0298507462686567	0.533333333333333
"Psocodea"	26	84	0.9	"mean"	0.1	TRUE	-1	-1	67	2	15	8	0.0298507462686567	0.533333333333333
